batch_id,run_number,cv_seed,train_seed,channel,signal_id,fold,subject,group,frequency,day,sound_level,target,true_idx,raw_pred_idx,adjusted_pred_idx,raw_conf,raw_is_corr,is_corr,raw_error_ms,adjusted_error_ms,adjustment_ms
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target1,41,41,41,0.9041277766227722,True,True,0.0,0.0,0.0
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target2,52,52,52,0.8323150873184204,True,True,0.0,0.0,0.0
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target3,64,64,64,0.938722550868988,True,True,0.0,0.0,0.0
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target4,98,98,98,0.6302070617675781,True,True,0.0,0.0,0.0
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target5,116,116,116,0.6454282999038696,True,True,0.0,0.0,0.0
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target6,150,182,182,0.4957667887210846,False,False,1.3107191256830601,1.3107191256830601,0.0
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_60,10,YM4aa,,10k,baseline,60,target1,31,31,31,0.824590265750885,True,True,0.0,0.0,0.0
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_60,10,YM4aa,,10k,baseline,60,target2,43,43,43,0.8891091346740723,True,True,0.0,0.0,0.0
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_60,10,YM4aa,,10k,baseline,60,target3,56,56,56,0.5864146947860718,True,True,0.0,0.0,0.0
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_60,10,YM4aa,,10k,baseline,60,target4,89,89,89,0.8072190880775452,True,True,0.0,0.0,0.0
20260626_200006,5,6128,547996,Ch2,10k:YM4aa_baseline_60,10,YM4aa,,10k,baseline,60,target5,133,106,105,0.5978276133537292,False,False,1.105919262295082,1.1468792349726775,0.04095997267759563
