batch_id,run_number,cv_seed,train_seed,channel,signal_id,fold,subject,group,frequency,day,sound_level,target,true_idx,raw_pred_idx,adjusted_pred_idx,raw_conf,raw_is_corr,is_corr,raw_error_ms,adjusted_error_ms,adjustment_ms
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_30,9,YM4aa,,10k,baseline,30,target1,41,40,41,0.6355145573616028,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_30,9,YM4aa,,10k,baseline,30,target2,52,52,52,0.7606046199798584,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_30,9,YM4aa,,10k,baseline,30,target3,64,64,64,0.5339683890342712,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_30,9,YM4aa,,10k,baseline,30,target4,98,98,98,0.6945719718933105,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_30,9,YM4aa,,10k,baseline,30,target5,116,115,116,0.805185079574585,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_30,9,YM4aa,,10k,baseline,30,target6,150,182,182,0.5032207369804382,False,False,1.3107191256830601,1.3107191256830601,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_60,3,YM4aa,,10k,baseline,60,target1,31,31,31,0.7596580982208252,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_60,3,YM4aa,,10k,baseline,60,target2,43,43,43,0.8230940103530884,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_60,3,YM4aa,,10k,baseline,60,target3,56,56,56,0.5169545412063599,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_60,3,YM4aa,,10k,baseline,60,target4,89,89,89,0.6587540507316589,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_60,3,YM4aa,,10k,baseline,60,target5,133,105,105,0.6186673045158386,False,False,1.1468792349726775,1.1468792349726775,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_60,3,YM4aa,,10k,baseline,60,target6,157,157,157,0.45865294337272644,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_80,6,YM4aa,,10k,baseline,80,target1,30,30,30,0.6676408052444458,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_80,6,YM4aa,,10k,baseline,80,target2,46,46,46,0.7940563559532166,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_80,6,YM4aa,,10k,baseline,80,target3,75,75,75,0.8546993136405945,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_80,6,YM4aa,,10k,baseline,80,target4,90,90,90,0.5750538110733032,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_80,6,YM4aa,,10k,baseline,80,target5,104,104,104,0.6806259155273438,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,10k:YM4aa_baseline_80,6,YM4aa,,10k,baseline,80,target6,148,150,148,0.21532604098320007,False,True,0.08191994535519126,0.0,0.08191994535519126
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_30,9,YM4aa,,16k,baseline,30,target1,36,36,36,0.6622875928878784,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_30,9,YM4aa,,16k,baseline,30,target2,48,48,48,0.8061511516571045,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_30,9,YM4aa,,16k,baseline,30,target3,60,60,60,0.6360089182853699,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_30,9,YM4aa,,16k,baseline,30,target4,93,95,93,0.41890326142311096,False,True,0.08191994535519126,0.0,0.08191994535519126
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_30,9,YM4aa,,16k,baseline,30,target5,113,112,113,0.47116148471832275,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_30,9,YM4aa,,16k,baseline,30,target6,127,181,174,0.21253028512001038,False,False,2.211838524590164,1.9251187158469947,0.2867198087431694
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_50,8,YM4aa,,16k,baseline,50,target1,31,31,31,0.6602471470832825,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_50,8,YM4aa,,16k,baseline,50,target2,43,43,43,0.6620899438858032,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_50,8,YM4aa,,16k,baseline,50,target3,55,56,55,0.6178984642028809,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_50,8,YM4aa,,16k,baseline,50,target4,94,94,94,0.7319292426109314,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_50,8,YM4aa,,16k,baseline,50,target5,110,110,110,0.3119562864303589,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,16k:YM4aa_baseline_50,8,YM4aa,,16k,baseline,50,target6,148,148,148,0.4242697060108185,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_40,3,YM4aa,,4k,baseline,40,target1,49,49,49,0.7708897590637207,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_40,3,YM4aa,,4k,baseline,40,target2,61,60,61,0.49276983737945557,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_40,3,YM4aa,,4k,baseline,40,target3,78,79,78,0.5759348273277283,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_40,3,YM4aa,,4k,baseline,40,target4,101,101,101,0.738407552242279,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_40,3,YM4aa,,4k,baseline,40,target5,124,124,124,0.7419174909591675,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_40,3,YM4aa,,4k,baseline,40,target6,162,161,162,0.38791516423225403,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_50,9,YM4aa,,4k,baseline,50,target1,40,40,40,0.7830877304077148,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_50,9,YM4aa,,4k,baseline,50,target2,51,52,51,0.7412332892417908,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_50,9,YM4aa,,4k,baseline,50,target3,67,67,67,0.7738648056983948,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_50,9,YM4aa,,4k,baseline,50,target4,91,93,91,0.8544846177101135,False,True,0.08191994535519126,0.0,0.08191994535519126
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_50,9,YM4aa,,4k,baseline,50,target5,110,110,110,0.7830861210823059,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_50,9,YM4aa,,4k,baseline,50,target6,160,161,160,0.18623366951942444,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_60,9,YM4aa,,4k,baseline,60,target1,35,35,35,0.5931679010391235,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_60,9,YM4aa,,4k,baseline,60,target2,46,46,46,0.9160634279251099,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_60,9,YM4aa,,4k,baseline,60,target3,59,59,59,0.620602548122406,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_60,9,YM4aa,,4k,baseline,60,target4,89,90,89,0.8173011541366577,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_60,9,YM4aa,,4k,baseline,60,target5,107,107,107,0.5578002333641052,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_60,9,YM4aa,,4k,baseline,60,target6,167,123,122,0.3175216317176819,False,False,1.8022387978142076,1.8431987704918034,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_80,4,YM4aa,,4k,baseline,80,target1,28,28,28,0.8303815126419067,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_80,4,YM4aa,,4k,baseline,80,target2,39,39,39,0.7177348732948303,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_80,4,YM4aa,,4k,baseline,80,target3,62,63,62,0.383942574262619,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_80,4,YM4aa,,4k,baseline,80,target4,81,82,81,0.48423951864242554,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_80,4,YM4aa,,4k,baseline,80,target5,98,98,98,0.8148605227470398,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,4k:YM4aa_baseline_80,4,YM4aa,,4k,baseline,80,target6,113,154,156,0.12896332144737244,False,False,1.6793588797814207,1.761278825136612,0.08191994535519126
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_30,6,YM4aa,,8k,baseline,30,target1,40,40,40,0.9876109957695007,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_30,6,YM4aa,,8k,baseline,30,target2,51,51,51,0.830629825592041,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_30,6,YM4aa,,8k,baseline,30,target3,64,64,64,0.9935144186019897,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_30,6,YM4aa,,8k,baseline,30,target4,94,94,94,0.8758013844490051,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_30,6,YM4aa,,8k,baseline,30,target5,109,108,109,0.5071291327476501,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_30,6,YM4aa,,8k,baseline,30,target6,152,174,174,0.3657345175743103,False,False,0.9011193989071038,0.9011193989071038,0.0
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_80,1,YM4aa,,8k,baseline,80,target1,27,28,27,0.6016803979873657,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_80,1,YM4aa,,8k,baseline,80,target2,41,41,41,0.7298865914344788,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_80,1,YM4aa,,8k,baseline,80,target3,70,70,70,0.7373372316360474,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_80,1,YM4aa,,8k,baseline,80,target4,82,82,82,0.8181217312812805,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_80,1,YM4aa,,8k,baseline,80,target5,123,123,123,0.5152638554573059,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,8k:YM4aa_baseline_80,1,YM4aa,,8k,baseline,80,target6,139,138,139,0.5941399931907654,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_40,5,YM4aa,,click,baseline,40,target1,36,36,36,0.9169057011604309,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_40,5,YM4aa,,click,baseline,40,target2,47,47,47,0.6375502347946167,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_40,5,YM4aa,,click,baseline,40,target3,60,60,60,0.9387681484222412,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_40,5,YM4aa,,click,baseline,40,target4,92,93,92,0.5147103071212769,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_40,5,YM4aa,,click,baseline,40,target5,108,108,108,0.6243033409118652,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_40,5,YM4aa,,click,baseline,40,target6,143,150,143,0.37596991658210754,False,True,0.2867198087431694,0.0,0.2867198087431694
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_50,2,YM4aa,,click,baseline,50,target1,33,33,33,0.977091372013092,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_50,2,YM4aa,,click,baseline,50,target2,45,45,45,0.9274897575378418,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_50,2,YM4aa,,click,baseline,50,target3,56,56,56,0.5164822936058044,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_50,2,YM4aa,,click,baseline,50,target4,87,87,87,0.9688629508018494,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_50,2,YM4aa,,click,baseline,50,target5,105,105,105,0.7477084994316101,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_50,2,YM4aa,,click,baseline,50,target6,151,158,151,0.3927779793739319,False,True,0.2867198087431694,0.0,0.2867198087431694
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_60,3,YM4aa,,click,baseline,60,target1,31,31,31,0.9407567977905273,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_60,3,YM4aa,,click,baseline,60,target2,43,43,43,0.9536293148994446,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_60,3,YM4aa,,click,baseline,60,target3,69,69,69,0.584407389163971,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_60,3,YM4aa,,click,baseline,60,target4,84,84,84,0.9327173233032227,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_60,3,YM4aa,,click,baseline,60,target5,102,102,102,0.48398008942604065,True,True,0.0,0.0,0.0
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_60,3,YM4aa,,click,baseline,60,target6,142,141,142,0.6304519176483154,False,True,0.04095997267759563,0.0,0.04095997267759563
20260626_200006,2,430551,440312,Ch2,click:YM4aa_baseline_70,8,YM4aa,,click,baseline,70,target1,30,30,30,0.66288822889328,True,True,0.0,0.0,0.0
