batch_id,run_number,cv_seed,train_seed,channel,signal_id,fold,subject,group,frequency,day,sound_level,target,true_idx,raw_pred_idx,adjusted_pred_idx,raw_conf,raw_is_corr,is_corr,raw_error_ms,adjusted_error_ms,adjustment_ms
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target1,41,40,41,0.8124911785125732,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target2,52,52,52,0.7641863226890564,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target3,64,64,64,0.7646883130073547,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target4,98,98,98,0.6359030604362488,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target5,116,116,116,0.4271727204322815,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_30,1,YM4aa,,10k,baseline,30,target6,150,181,182,0.20832723379135132,False,False,1.2697591530054646,1.3107191256830601,0.04095997267759563
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_60,4,YM4aa,,10k,baseline,60,target1,31,31,31,0.6844605207443237,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_60,4,YM4aa,,10k,baseline,60,target2,43,44,43,0.7579991221427917,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_60,4,YM4aa,,10k,baseline,60,target3,56,54,56,0.6893821358680725,False,True,0.08191994535519126,0.0,0.08191994535519126
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_60,4,YM4aa,,10k,baseline,60,target4,89,89,89,0.5766169428825378,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_60,4,YM4aa,,10k,baseline,60,target5,133,104,105,0.6719442009925842,False,False,1.1878392076502733,1.1468792349726775,0.04095997267759563
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_60,4,YM4aa,,10k,baseline,60,target6,157,158,157,0.6895288825035095,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_80,3,YM4aa,,10k,baseline,80,target1,30,31,30,0.73272705078125,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_80,3,YM4aa,,10k,baseline,80,target2,46,46,46,0.8387824296951294,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_80,3,YM4aa,,10k,baseline,80,target3,75,75,75,0.6815851330757141,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_80,3,YM4aa,,10k,baseline,80,target4,90,89,90,0.5890432000160217,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_80,3,YM4aa,,10k,baseline,80,target5,104,104,104,0.4810384213924408,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,10k:YM4aa_baseline_80,3,YM4aa,,10k,baseline,80,target6,148,147,148,0.4751630425453186,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_160201,5,531452,52868,Ch2,16k:YM4aa_baseline_30,1,YM4aa,,16k,baseline,30,target1,36,36,36,0.8252618312835693,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,16k:YM4aa_baseline_30,1,YM4aa,,16k,baseline,30,target2,48,48,48,0.7969952821731567,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,16k:YM4aa_baseline_30,1,YM4aa,,16k,baseline,30,target3,60,60,60,0.736851692199707,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,16k:YM4aa_baseline_30,1,YM4aa,,16k,baseline,30,target4,93,93,93,0.7368624806404114,True,True,0.0,0.0,0.0
20260623_160201,5,531452,52868,Ch2,16k:YM4aa_baseline_30,1,YM4aa,,16k,baseline,30,target5,113,113,113,0.6648993492126465,True,True,0.0,0.0,0.0
