batch_id,run_number,cv_seed,train_seed,channel,signal_id,fold,subject,group,frequency,day,sound_level,target,true_idx,raw_pred_idx,adjusted_pred_idx,raw_conf,raw_is_corr,is_corr,raw_error_ms,adjusted_error_ms,adjustment_ms
20260623_144134,1,8331,100584,Ch1,10k:YM4aa_baseline_50,2,YM4aa,,10k,baseline,50,target1,32,32,32,0.3705395460128784,True,True,0.0,0.0,0.0
20260623_144134,1,8331,100584,Ch1,10k:YM4aa_baseline_50,2,YM4aa,,10k,baseline,50,target2,43,42,43,0.45856818556785583,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,1,8331,100584,Ch1,10k:YM4aa_baseline_50,2,YM4aa,,10k,baseline,50,target3,55,55,55,0.5122870802879333,True,True,0.0,0.0,0.0
20260623_144134,1,8331,100584,Ch1,10k:YM4aa_baseline_50,2,YM4aa,,10k,baseline,50,target4,87,87,87,0.22229397296905518,True,True,0.0,0.0,0.0
20260623_144134,1,8331,100584,Ch1,10k:YM4aa_baseline_70,6,YM4aa,,10k,baseline,70,target1,30,31,30,0.33704033493995667,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,1,8331,100584,Ch1,10k:YM4aa_baseline_70,6,YM4aa,,10k,baseline,70,target2,41,41,41,0.46710115671157837,True,True,0.0,0.0,0.0
20260623_144134,1,8331,100584,Ch1,10k:YM4aa_baseline_70,6,YM4aa,,10k,baseline,70,target3,53,53,53,0.544685423374176,True,True,0.0,0.0,0.0
20260623_144134,1,8331,100584,Ch1,10k:YM4aa_baseline_70,6,YM4aa,,10k,baseline,70,target4,89,87,89,0.17128591239452362,False,True,0.08191994535519126,0.0,0.08191994535519126
20260623_144134,1,8331,100584,Ch1,16k:YM4aa_baseline_30,3,YM4aa,,16k,baseline,30,target1,36,37,36,0.29502490162849426,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,1,8331,100584,Ch1,16k:YM4aa_baseline_30,3,YM4aa,,16k,baseline,30,target2,47,46,47,0.41457924246788025,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,1,8331,100584,Ch1,16k:YM4aa_baseline_30,3,YM4aa,,16k,baseline,30,target3,59,59,59,0.4214911460876465,True,True,0.0,0.0,0.0
20260623_144134,1,8331,100584,Ch1,16k:YM4aa_baseline_30,3,YM4aa,,16k,baseline,30,target4,91,92,91,0.1783125102519989,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,1,8331,100584,Ch1,16k:YM4aa_baseline_60,2,YM4aa,,16k,baseline,60,target1,30,31,30,0.3532218039035797,False,True,0.04095997267759563,0.0,0.04095997267759563
