batch_id,run_number,cv_seed,train_seed,channel,signal_id,fold,subject,group,frequency,day,sound_level,target,true_idx,raw_pred_idx,adjusted_pred_idx,raw_conf,raw_is_corr,is_corr,raw_error_ms,adjusted_error_ms,adjustment_ms
20260623_144134,2,600373,118133,Ch1,10k:YM4aa_baseline_50,3,YM4aa,,10k,baseline,50,target1,32,32,32,0.3909919559955597,True,True,0.0,0.0,0.0
20260623_144134,2,600373,118133,Ch1,10k:YM4aa_baseline_50,3,YM4aa,,10k,baseline,50,target2,43,43,43,0.44710007309913635,True,True,0.0,0.0,0.0
20260623_144134,2,600373,118133,Ch1,10k:YM4aa_baseline_50,3,YM4aa,,10k,baseline,50,target3,55,55,55,0.4279583990573883,True,True,0.0,0.0,0.0
20260623_144134,2,600373,118133,Ch1,10k:YM4aa_baseline_50,3,YM4aa,,10k,baseline,50,target4,87,88,87,0.23451347649097443,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,2,600373,118133,Ch1,10k:YM4aa_baseline_70,8,YM4aa,,10k,baseline,70,target1,30,31,30,0.3343653082847595,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,2,600373,118133,Ch1,10k:YM4aa_baseline_70,8,YM4aa,,10k,baseline,70,target2,41,41,41,0.4001064896583557,True,True,0.0,0.0,0.0
20260623_144134,2,600373,118133,Ch1,10k:YM4aa_baseline_70,8,YM4aa,,10k,baseline,70,target3,53,53,53,0.3999920189380646,True,True,0.0,0.0,0.0
20260623_144134,2,600373,118133,Ch1,10k:YM4aa_baseline_70,8,YM4aa,,10k,baseline,70,target4,89,87,89,0.16750207543373108,False,True,0.08191994535519126,0.0,0.08191994535519126
20260623_144134,2,600373,118133,Ch1,16k:YM4aa_baseline_30,9,YM4aa,,16k,baseline,30,target1,36,36,36,0.36729657649993896,True,True,0.0,0.0,0.0
20260623_144134,2,600373,118133,Ch1,16k:YM4aa_baseline_30,9,YM4aa,,16k,baseline,30,target2,47,46,47,0.4553985595703125,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,2,600373,118133,Ch1,16k:YM4aa_baseline_30,9,YM4aa,,16k,baseline,30,target3,59,59,59,0.5866667032241821,True,True,0.0,0.0,0.0
20260623_144134,2,600373,118133,Ch1,16k:YM4aa_baseline_30,9,YM4aa,,16k,baseline,30,target4,91,91,91,0.22154347598552704,True,True,0.0,0.0,0.0
20260623_144134,2,600373,118133,Ch1,16k:YM4aa_baseline_60,3,YM4aa,,16k,baseline,60,target1,30,31,30,0.3413088917732239,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,2,600373,118133,Ch1,16k:YM4aa_baseline_60,3,YM4aa,,16k,baseline,60,target2,42,41,42,0.464992493391037,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,2,600373,118133,Ch1,16k:YM4aa_baseline_60,3,YM4aa,,16k,baseline,60,target3,54,53,54,0.4543699026107788,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,2,600373,118133,Ch1,16k:YM4aa_baseline_60,3,YM4aa,,16k,baseline,60,target4,89,88,89,0.23504535853862762,False,True,0.04095997267759563,0.0,0.04095997267759563
20260623_144134,2,600373,118133,Ch1,4k:YM4aa_baseline_40,5,YM4aa,,4k,baseline,40,target1,47,47,47,0.17370562255382538,True,True,0.0,0.0,0.0
